"DATE","tas","tasmin","tasmax","global_radiation","SPI"
2004-01-14,5.3,2.2,7.8,388.8,0.993377810704969
2004-01-15,1.3,-2,2.8,259.2,1.03082753837013
2004-01-16,2.3,-3.4,5.4,181.44,1.4300760639983
2004-01-17,3,0.6,5.8,328.32,1.50661861176868
2004-01-18,1.3,-0.4,2.3,129.6,1.58750644558143
2004-01-19,-0.2,-3.2,1.1,397.44,1.5478479338357
2004-01-20,1.5,0.6,2.6,120.96,1.51788317518605
2004-01-21,-0.6,-2.9,0.9,181.44,1.49203265034035
2004-01-22,-2.9,-4.7,-1,457.92,1.50428846147033
2004-01-23,-3.7,-6.9,0.1,483.84,1.51446817777669
2004-01-24,-2.5,-7.3,1.8,587.52,1.53745278504832
2004-01-25,-0.3,-6.3,1.9,518.4,1.53438617402108
2004-01-26,-3.3,-6.9,-1.7,233.28,1.5827598144872
2004-01-27,-0.2,-3.5,1,241.92,1.67689012997103
2004-01-28,-1.7,-3,-0.8,423.36,1.68778746153406
2004-01-29,-2.2,-3.7,-1,336.96,1.6991732939133
2004-01-30,-4.9,-9.8,-0.1,881.28,1.65313004560489
2004-01-31,3.5,-9,8.3,907.2,1.61120715934919
2004-02-01,7.8,4.1,11.5,907.2,1.59255808192559
2004-02-02,8.7,5.7,11.5,717.12,1.57270191241993
2004-02-03,4.1,-0.2,11.1,864,1.58606762418443
2004-02-04,1.8,-3,10.1,829.44,1.59730695272917
2004-02-05,5.2,-2.8,14.1,967.68,1.57510444175772
2004-02-06,7.8,-0.6,14.1,915.84,1.56943926265069
2004-02-07,8,3.9,12.6,302.4,1.37583271261254
2004-02-08,3,0.6,5.3,293.76,1.28740492938299
2004-02-09,-0.8,-6.8,2.5,872.64,1.28467462027317
2004-02-10,-2,-8.9,3.2,1002.24,1.07613943504897
2004-02-11,1.6,0.3,2.9,285.12,0.89196152995355
2004-02-12,1.1,-1.3,2,345.6,0.371827080477346
2004-02-13,0.7,-2.8,5.4,1010.88,0.277665794493722
2004-02-14,2.1,-2.2,6.3,872.64,0.237025096899078
2004-02-15,2.7,0.2,5.9,596.16,-0.379915653132086
2004-02-16,2.7,-0.4,6.9,889.92,-0.544038081429937
2004-02-17,2.6,-1.8,4.9,388.8,-0.714591991460846
2004-02-18,1.9,-0.6,4.7,570.24,-0.920563794299214
2004-02-19,0,-1.3,0.8,164.16,-1.19613469778545
2004-02-20,0,-3.4,5,976.32,-1.20728092383225
2004-02-21,1.1,-2.9,5,414.72,-1.19502664029477
2004-02-22,4.9,0.8,9,466.56,-0.921421272330672
2004-02-23,-1.9,-6.1,2.5,440.64,-0.865429924722734
2004-02-24,-6.4,-12,-0.6,898.56,-0.858834717253801
2004-02-25,-5.4,-14.7,2.1,1399.68,-0.98973333251464
2004-02-26,-1.2,-3.4,1,630.72,-1.27492037550206
2004-02-27,-5.4,-11.5,-0.7,1131.84,-1.34446027260478
2004-02-28,-6.5,-13.8,-0.4,1183.68,-1.41660824346514
2004-02-29,-3.2,-7.8,0.1,976.32,-1.42575704684113
2004-03-01,-3.6,-9.3,-0.5,725.76,-1.42652779322958
2004-03-02,-3.6,-10.5,-0.7,656.64,-1.38161439029208
2004-03-03,0.3,-4.8,5.9,1494.72,-1.36925217402812
2004-03-04,-0.9,-7.6,5,993.6,-1.35609981394852
2004-03-05,0.3,-5.1,4.4,768.96,-1.19087721692008
2004-03-06,3,0.6,5.1,432,-1.14772769621358
2004-03-07,2.3,-0.9,6,898.56,-1.11640232499669
2004-03-08,0.7,-0.6,3.4,501.12,-1.20844251280826
2004-03-09,-1.9,-8.2,2.7,1486.08,-1.6546744213146
2004-03-10,-2,-7.4,2.7,1157.76,-1.51731795213922
2004-03-11,-0.7,-2.2,0.9,768.96,-1.6003682679582
2004-03-12,0.5,-6.2,5.8,1131.84,-1.80970314996065
2004-03-13,5.1,-1,11.3,1071.36,-1.78707101681049
2004-03-14,5.7,0.7,10,768.96,-1.67723590700211
2004-03-15,6.6,-0.7,15.2,1676.16,-1.66569201505752
2004-03-16,7.6,0.3,17.6,1684.8,-1.65089203812614
2004-03-17,9,0.2,21.1,1702.08,-1.63783100032129
2004-03-18,11.4,1.1,21,1581.12,-1.63570807804372
2004-03-19,12.5,7.2,15.5,1356.48,-1.59526305244441
2004-03-20,12.2,9.3,14.6,803.52,-1.60665980486904
2004-03-21,10.1,4.6,13.4,734.4,-1.4336287018361
2004-03-22,4.9,1.7,8.9,1209.6,-1.41933217557982
2004-03-23,2.3,0.5,5.3,492.48,-1.23843479067333
2004-03-24,1,0.5,1.5,328.32,-0.610893434767962
2004-03-25,1.4,0.6,2.4,682.56,-0.550928866788244
2004-03-26,0,-2.9,1.4,457.92,-0.527711472971869
2004-03-27,-1.1,-6.1,4.2,1546.56,-0.517824114205205
2004-03-28,0.8,-5.8,8.4,2021.76,-0.509375657824458
2004-03-29,4.5,-4.6,12.9,2013.12,-0.501442999124997
2004-03-30,5.4,-2.7,14.4,1995.84,-0.498681263136216
2004-03-31,8,-0.8,18.2,2030.4,-0.491588241828731
2004-04-01,8.8,0.5,18.2,2021.76,-0.509389939817096
2004-04-02,10,0.2,18.9,1900.8,-0.519750397437049
2004-04-03,8.6,2.6,12.9,734.4,-0.532759722848524
2004-04-04,8.3,1.4,13.3,976.32,-0.587493850326502
2004-04-05,8.6,6.2,10.9,1114.56,-0.534125772203668
2004-04-06,4.9,2.1,7.5,596.16,-0.266985781375065
2004-04-07,3.3,1.5,6.8,1157.76,-0.32636126014611
2004-04-08,3.8,-0.4,7.8,1149.12,-0.258289248231621
2004-04-09,5.1,0.1,8.7,1149.12,-0.242292532935856
2004-04-10,3.3,0.7,5,362.88,0.0289287462485543
2004-04-11,5.6,1.9,9.6,1192.32,0.0540695730046722
2004-04-12,5.9,0.5,10.2,984.96,0.0495755867480939
2004-04-13,5.1,0.4,9.6,1114.56,0.00759226472277654
2004-04-14,5.5,-1.6,12.8,2030.4,-0.00872707688898899
2004-04-15,7.7,-0.8,15.1,1909.44,-0.0171726096581053
2004-04-16,9.4,0.4,18.7,2298.24,-0.0267825788935525
2004-04-17,10.4,0.7,16.5,1728,-0.033792605877062
2004-04-18,10.1,5.5,15.8,1261.44,0.0690487100021423
2004-04-19,4,-0.7,6.7,743.04,0.0928162697992259
2004-04-20,7.7,-1.8,14.5,1952.64,0.0178489149247722
2004-04-21,11,2.5,18.7,2376,0.00103775922287611
2004-04-22,12.8,2.4,21.5,2358.72,-0.291919810917367
2004-04-23,13.4,8.1,18.7,1632.96,-0.949210075402378
2004-04-24,9.3,1.7,15.1,1857.6,-1.01009061582333
2004-04-25,7.3,0.4,12.5,1589.76,-1.02090844061363
2004-04-26,9,1,16.9,2548.8,-1.03531284257783
2004-04-27,11.2,1.8,19.8,2073.6,-1.05797216821313
2004-04-28,14.5,7.7,21.2,2203.2,-1.08120470298972
2004-04-29,13.1,5.5,22.2,2384.64,-1.08981648893515
2004-04-30,13.6,8.4,19.3,1071.36,-1.08760209760934
2004-05-01,11.9,8.5,16,1252.8,-1.05801007729664
2004-05-02,11.5,5.1,17.2,1771.2,-1.05110206734221
2004-05-03,12.4,4.4,19,1866.24,-1.04289627339593
2004-05-04,12.4,6.1,17.8,1408.32,-0.798730534140448
2004-05-05,6.4,4.6,9.8,552.96,-0.389190940192204
2004-05-06,5.3,3.9,7,725.76,-0.425727428771638
2004-05-07,6.6,5.1,9.6,1425.6,-0.37659879163007
2004-05-08,7.7,5.1,10.8,1183.68,0.082194761762177
2004-05-09,5.8,4.6,6.4,544.32,0.209552154857624
2004-05-10,9.3,4,14.6,1797.12,-0.045435801692051
2004-05-11,10.9,2.9,18.3,2324.16,-0.0754828712069098
2004-05-12,11.6,2.9,19.9,2496.96,0.0189323309864609
2004-05-13,9.5,4.2,12.3,708.48,0.0354450121955471
2004-05-14,10.2,2.6,16.4,2255.04,0.0521700427300844
2004-05-15,11.4,2.7,18.6,2566.08,0.0574924195669622
2004-05-16,11,4.1,17.5,1581.12,0.0629113750002437
2004-05-17,12.7,2.8,21.4,2868.48,0.0660216188733261
2004-05-18,16.4,5,24,2833.92,-0.0518197694465224
2004-05-19,17.1,8.9,24.4,2738.88,-0.0701242532104675
2004-05-20,18,7.6,25.8,2799.36,-0.0472177666311012
2004-05-21,13.6,10.5,17.3,622.08,0.632866833711617
2004-05-22,8,3.5,10.7,760.32,0.69362582146687
2004-05-23,7.3,0.5,12.3,2142.72,0.686027377888238
2004-05-24,8.5,-0.1,15.8,3006.72,0.68383847806092
2004-05-25,11.3,1.3,19.4,3188.16,0.692605796687879
2004-05-26,13.8,4.3,21.8,2782.08,0.711567533383808
2004-05-27,12.1,8.1,16.1,1131.84,0.95210332431884
2004-05-28,12.2,5.6,17.4,2082.24,0.953595794606618
2004-05-29,11.9,3.6,19.4,2989.44,0.957291523479024
2004-05-30,14.6,3.8,21.9,2782.08,1.02415133851586
2004-05-31,12.9,10.3,15.5,794.88,1.1466611987878
2004-06-01,12.1,9.4,14.3,803.52,1.23320141360106
2004-06-02,13.8,11.4,17.7,1753.92,1.5750215200239
2004-06-03,11.5,10.4,12.3,285.12,1.64786594108104
2004-06-04,14.1,11.4,18.7,1702.08,1.40258760026031
2004-06-05,13,10.4,17.5,1002.24,1.28997727868061
2004-06-06,12.9,5.5,19,2661.12,1.24625386731186
2004-06-07,15.5,6.2,23.5,3024,0.917381890258732
2004-06-08,18.9,9.1,27.2,2669.76,0.743361857164658
2004-06-09,21.1,11.1,28.9,2937.6,0.745766306527401
2004-06-10,23,14.6,29,2712.96,0.749321880039502
2004-06-11,17.4,13.3,20.7,786.24,0.817562752082002
2004-06-12,15.9,10.6,20.1,1926.72,0.812717813354457
2004-06-13,12.7,10.3,17.7,1814.4,0.824928752404401
2004-06-14,14.3,8.5,20.8,2436.48,0.827994888841297
2004-06-15,14.7,7.2,18.6,1347.84,0.829396125769485
2004-06-16,14.9,10.5,18.6,1088.64,0.886458189241944
2004-06-17,16.8,8.2,22.8,2972.16,0.883767689172091
2004-06-18,17.9,12.8,20.9,2047.68,0.890221337224088
2004-06-19,13.7,11.2,17.5,889.92,1.00173300905877
2004-06-20,12.5,10.2,15.8,1632.96,0.412703398311474
2004-06-21,14.8,10.3,19.4,2540.16,0.352879468838868
2004-06-22,15,11.1,19.5,1373.76,0.419895469136294
2004-06-23,17.4,10.4,21.7,1296,0.508304204239191
2004-06-24,16.3,13.5,20.5,1969.92,0.49868770068364
2004-06-25,15.9,10.8,20.4,1961.28,0.481340417782113
2004-06-26,16.1,6.5,23.5,2816.64,0.200155580247381
2004-06-27,19.7,11.4,26.8,1831.68,0.312893521301907
2004-06-28,19.7,13.1,24.3,1278.72,0.306374032262933
2004-06-29,17,10,22.6,2773.44,0.216065220768991
2004-06-30,17.8,7.8,26.2,2980.8,0.0494050489660683
2004-07-01,16.4,11.6,20.2,777.6,-0.0605015900176322
2004-07-02,14.9,11.6,19.9,1693.44,-0.459897811303027
2004-07-03,15,9.9,19.5,1494.72,-0.867975898024114
2004-07-04,17.4,7.7,24.8,2911.68,-0.874249777757199
2004-07-05,18.1,12.3,23.9,1658.88,-0.747931624280027
2004-07-06,15.8,14.5,18.5,682.56,-0.74192892030757
2004-07-07,17.6,13.8,22.2,1235.52,-0.743118340379087
2004-07-08,17.2,12.9,22.7,1157.76,-0.294438930696929
2004-07-09,14.6,8.5,19.7,2289.6,-0.289334525054048
2004-07-10,12.6,9.9,16.9,1762.56,-0.198024725199504
2004-07-11,12.5,8.9,17.4,1944,-0.356503306630948
2004-07-12,12.3,10.6,16,1797.12,-0.269503128019912
2004-07-13,12.1,10.9,15,950.4,0.0279889057432096
2004-07-14,15.3,9,20.6,2384.64,0.0334435388413522
2004-07-15,19.1,14.8,23.7,1892.16,0.0389687150969758
2004-07-16,20.1,13.9,26.6,2799.36,-0.0414653290112788
2004-07-17,21.7,14.9,29.2,2687.04,0.0396104653649871
2004-07-18,20.6,14.5,27.8,2358.72,0.0693321483307697
2004-07-19,19.4,15,25.2,1926.72,-0.111271310560707
2004-07-20,19.3,14.1,24.6,1641.6,-0.129633250818628
2004-07-21,21.6,16.1,28.6,2246.4,0.517786992047413
2004-07-22,21.8,16.7,29.4,2514.24,0.516682455176383
2004-07-23,21.8,16.8,28.6,1788.48,0.463406518769962
2004-07-24,18.2,16.9,20,552.96,0.67503063005982
2004-07-25,19.3,14.8,24.6,2263.68,0.693931027481658
2004-07-26,16.2,11.3,20.3,1321.92,0.698951269139283
2004-07-27,15.2,9.2,20.8,2574.72,0.598029608700694
2004-07-28,15.8,8.6,22.7,2764.8,0.601486809949476
2004-07-29,16.7,8.3,25.1,2721.6,0.601336266143963
2004-07-30,19.7,11.1,27.8,2453.76,0.591781005189244
2004-07-31,20.4,12.8,27.7,2177.28,0.547986681851896
2004-08-01,21.9,13.9,29.9,2540.16,0.412275573086093
2004-08-02,21.8,14.2,29.7,2514.24,0.408266368236175
2004-08-03,21.4,14.3,28.7,2185.92,0.401882571245833
2004-08-04,21.6,16.9,27.6,2350.08,0.294149087613906
2004-08-05,21,16.3,27.3,2021.76,0.540750418838916
2004-08-06,20.9,17.3,25.5,1710.72,0.550772949844869
2004-08-07,19.3,14.9,26.4,1460.16,0.444162564766628
2004-08-08,19.6,13.3,27.4,2324.16,0.433999749050337
2004-08-09,20,13.7,26.3,1486.08,0.359753118602938
2004-08-10,21.1,14.2,26.7,1840.32,0.329047370664303
2004-08-11,20.8,16.1,26,1641.6,0.261200657429684
2004-08-12,18.8,14.4,28.5,1874.88,0.2843530654141
2004-08-13,16.7,14.4,20.3,1529.28,0.310897966338014
2004-08-14,15.4,14,17.2,509.76,0.332944889524034
2004-08-15,17.4,11.7,22.9,2401.92,0.326454001194002
2004-08-16,17.2,10,24.7,1442.88,0.288641440728566
2004-08-17,18.4,15.3,21.9,1002.24,0.280124499995935
2004-08-18,20.8,15.5,27.4,2263.68,0.297668268401265
2004-08-19,18.6,16.5,22.7,872.64,0.478725900678666
2004-08-20,16.7,13.4,20.1,976.32,0.0369637521873776
2004-08-21,14.4,12,17,1434.24,0.0937042615575251
2004-08-22,14.5,10.1,19.5,2013.12,0.0555367045033597
2004-08-23,17.6,9.6,25.8,2160,-0.186934842904087
2004-08-24,17.6,15.6,21.5,838.08,-0.119653757347548
2004-08-25,16.4,13.2,21.1,1537.92,-0.0603369292994107
2004-08-26,13.6,12.8,14.8,786.24,-0.0537679343613495
2004-08-27,15.7,11.2,21.1,1892.16,-0.0608174322326095
2004-08-28,17.2,10.2,22.7,2151.36,-0.0611446715502756
2004-08-29,17,12.9,22.6,1537.92,-0.0375217706668081
2004-08-30,16,12.6,19.7,1114.56,-0.0210374992619185
2004-08-31,14.8,9.9,19.2,1339.2,-0.015314623949172
2004-09-01,13.5,6.8,20.8,2185.92,-0.00957397693399421
2004-09-02,16,7.6,25.4,2134.08,-0.00650953863168697
2004-09-03,19.1,11.4,27.6,1892.16,0.00746668590186417
2004-09-04,19.2,13.4,26,1797.12,-0.302605140571221
2004-09-05,18.1,10.7,26.3,2073.6,-0.318311184933233
2004-09-06,16.8,10.4,24.8,2013.12,-0.632582558753943
2004-09-07,16.8,10.6,25,1961.28,-0.650239166622923
2004-09-08,16.1,9,24.6,1935.36,-0.658181032573638
2004-09-09,15.3,7.3,23.4,2013.12,-0.664984500589185
2004-09-10,16.6,7.6,25.9,1753.92,-0.637793973691112
2004-09-11,20.7,16.9,25.9,1684.8,-1.02250697450831
2004-09-12,15.5,11.5,17.7,699.84,-0.907211059831529
2004-09-13,16.4,9.8,21.8,1840.32,-0.798730534140448
2004-09-14,16,13.3,19.2,475.2,-0.471445795842615
2004-09-15,13.1,11.1,15.1,466.56,-0.503991047781426
2004-09-16,11.3,6.1,15.8,1278.72,-0.534363400429066
2004-09-17,10.6,5.3,17.1,1192.32,-0.549630750419751
2004-09-18,12.9,5.8,21.9,1814.4,-0.846408529204998
2004-09-19,14.8,8.4,19.9,1036.8,-1.15998752531387
2004-09-20,14.8,11.4,18.3,959.04,-1.40301150774574
2004-09-21,13.7,11.7,17.2,872.64,-1.40003003367088
2004-09-22,11.8,10.5,13.6,604.8,-1.37787451365221
2004-09-23,14.4,10.8,16.9,855.36,-0.560951896334689
2004-09-24,9,7.5,12.2,959.04,-0.303502997869609
2004-09-25,8.6,7.5,10.1,397.44,-0.107322518777518
2004-09-26,8.7,7.5,9.5,311.04,-0.08109548816769
2004-09-27,10.7,7.3,12.6,682.56,-0.0746670787032391
2004-09-28,13.1,9.3,15.6,544.32,-0.0909690341984129
2004-09-29,14,9.3,16.3,682.56,-0.107090362400565
2004-09-30,14.1,10.4,17.7,656.64,-0.114779302299478
2004-10-01,14.6,10.8,19.2,1036.8,-0.125663890746522
2004-10-02,13.8,8.9,17.3,699.84,-0.132818918494763
2004-10-03,13,7.9,19.4,1434.24,-0.1436962277627
2004-10-04,13.6,7.5,21.9,1175.04,-0.125276629411987
2004-10-05,16.6,9.6,23.6,1365.12,-0.1090797828894
2004-10-06,16.9,14.2,19.9,604.8,-0.0462510978209102
2004-10-07,14.4,12.5,17.3,717.12,-0.0403736589101473
2004-10-08,15.6,11.8,20.4,820.8,0.492509680376557
2004-10-09,12.4,10.2,14.6,267.84,0.627392985109396
2004-10-10,10,8.2,11.1,146.88,0.694755577353609
2004-10-11,7.8,7.4,8.5,216,0.621222116570881
2004-10-12,8.7,7.9,9.9,259.2,0.537193564966956
2004-10-13,9.2,8,10.3,285.12,0.450461583005127
2004-10-14,10.7,6.8,15,846.72,0.269505455325718
2004-10-15,7.9,5.9,11.8,544.32,0.516618734404132
2004-10-16,6.4,5,9.1,829.44,0.670220076422923
2004-10-17,7.3,5.1,11.1,699.84,0.774876774834994
2004-10-18,9.2,6.3,13.5,924.48,0.788703562869322
2004-10-19,9.1,7.4,10.6,216,0.975555561562516
2004-10-20,12.1,9.3,16.9,483.84,1.28997425488861
2004-10-21,13.7,8.6,17.3,630.72,1.37025988291835
2004-10-22,11.8,7.8,16.6,941.76,1.35340353256091
2004-10-23,13.6,7.7,20.2,1036.8,0.919833553696103
2004-10-24,11.6,5.6,19.4,1140.48,0.71301541120715
2004-10-25,13.9,10.4,18.6,613.44,0.600315035219384
2004-10-26,9.3,8,10.4,112.32,0.903119192157193
2004-10-27,8.9,7.8,9.8,190.08,0.898879585355963
2004-10-28,10,8.4,12.7,362.88,0.918543818001594
2004-10-29,9.5,5.8,13.1,527.04,0.939790196615807
2004-10-30,9.8,4.7,14.2,812.16,0.938798012383741
2004-10-31,8.6,2.9,12.1,276.48,0.940348539807775
2004-11-01,9.6,8.9,10.3,129.6,0.944035274901579
2004-11-02,9.7,5.9,11.7,198.72,0.941633664180721
2004-11-03,10.7,8.8,13.1,406.08,0.932291781634882
2004-11-04,11.4,9.3,13.4,449.28,0.913983739728039
2004-11-05,10.7,6.9,12.6,112.32,0.916793506812037
2004-11-06,6.5,5.3,7.6,371.52,0.919349001924264
2004-11-07,4.5,2.1,5.9,241.92,0.525204172134247
2004-11-08,2.4,-0.1,4.9,501.12,0.382662799752758
2004-11-09,0.7,-1.5,2.2,267.84,0.307446074053829
2004-11-10,1,-1.1,3.2,466.56,0.330533840102851
2004-11-11,2.2,0.5,4.1,336.96,0.334335992049946
2004-11-12,2.8,2,3.9,172.8,0.343922479523343
2004-11-13,2.3,-0.9,5,397.44,0.357965041797798
2004-11-14,0.4,-1.8,2.1,276.48,0.0949395549971664
2004-11-15,-1.7,-5.2,0.9,371.52,-0.0909690341984129
2004-11-16,-0.9,-6.6,4.4,673.92,-0.222466041753789
2004-11-17,4.3,-2.1,6.9,233.28,-0.251662969172473
2004-11-18,7.2,6.4,8.1,276.48,-0.526372447840499
2004-11-19,3.6,-0.6,7.8,285.12,-1.04196961258633
2004-11-20,0.2,-2.3,1.6,302.4,-1.25514719256782
2004-11-21,-0.9,-5.3,5.5,518.4,-1.22355253676254
2004-11-22,7.9,4.9,10.3,380.16,-1.19008062581717
2004-11-23,8.1,7.3,9.2,198.72,-1.16096244775489
2004-11-24,4.6,1.7,7.3,561.6,-1.23601206496504
2004-11-25,0.9,-2.8,3.3,345.6,-2.15982374325333
2004-11-26,2.1,-3.5,8.4,423.36,-2.07734071802079
2004-11-27,4.8,-0.9,8.5,345.6,-2.1418374593804
2004-11-28,1.2,-1.3,3.8,267.84,-2.15458521857395
2004-11-29,4.7,2.5,6.4,207.36,-2.19277561160604
2004-11-30,3.2,0.1,4.2,86.4,-2.22484842583905
2004-12-01,0.5,-2.3,3.7,181.44,-2.23535129453931
2004-12-02,0.8,-2,2.9,233.28,-2.19435247017614
2004-12-03,2.2,-0.2,5,276.48,-2.15141697306246
2004-12-04,2.3,0.8,3.4,95.04,-2.14111190646585
2004-12-05,2.7,1.9,3.7,43.2,-2.28359399415364
2004-12-06,1.9,1.3,2.5,216,-2.26765027257388
2004-12-07,0.7,-0.5,1.8,120.96,-2.55068641009457
2004-12-08,-0.3,-0.7,0.2,77.76,-2.53004686551433
2004-12-09,-0.3,-0.7,0,103.68,-2.5425223798855
2004-12-10,-0.8,-1.8,0,155.52,-2.57853280435348
2004-12-11,-1.6,-2.6,-0.6,181.44,-2.62261039406943
2004-12-12,-2.6,-3.7,-1.8,198.72,-2.69125343224368
2004-12-13,-2.5,-4.1,-0.6,241.92,-3.00085005900509
2004-12-14,-3.5,-5.3,-1.6,302.4,-2.99401400886126
2004-12-15,-3.9,-6,-1.5,293.76,-2.94126661067853
2004-12-16,-2.7,-6.7,6.3,578.88,-2.78650182596827
2004-12-17,5.5,4.4,7.2,250.56,-2.4410062026615
2004-12-18,2.1,1.1,4.4,172.8,-2.20441621706698
2004-12-19,1.2,-1.3,4.1,103.68,-1.081550973277
2004-12-20,-4.3,-9.8,-1.4,276.48,-1.07061315671856
2004-12-21,-2.5,-4.9,-1,276.48,-1.08148760730291
2004-12-22,-2.5,-4.5,-0.2,362.88,-1.11527195467772
2004-12-23,3.6,-0.3,6.5,345.6,-1.13243455797785
2004-12-24,7,3.1,8.5,233.28,-1.15664425629052
2004-12-25,4.7,0.3,9.1,475.2,-1.05462311632646
2004-12-26,0.8,0.5,1.2,86.4,-0.818790661547485
2004-12-27,0.8,0.2,1.4,198.72,-0.742417374730857
2004-12-28,0.5,-0.4,1.3,241.92,-0.631130763259966
2004-12-29,0.1,-2.2,1.5,311.04,-0.616815665666742
2004-12-30,-4,-8.3,-0.9,397.44,-0.611012524994116
2004-12-31,-2.7,-10,3.1,414.72,-0.608316200230429
